image_path,duty_cycle
C:\Users\USER\Desktop\data2\data2\z\data_186.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_187.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_188.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_189.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_190.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_191.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_192.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_193.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_194.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_195.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_196.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_197.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_198.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_199.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_200.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_201.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_202.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_203.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_204.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_205.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_206.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_207.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_208.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_209.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_210.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_211.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_212.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_213.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_214.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_215.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_216.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_217.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_218.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_219.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_220.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_221.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_222.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_223.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_224.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_225.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_226.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_227.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_228.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_229.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_230.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_231.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_232.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_233.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_234.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_235.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_236.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_237.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_238.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_239.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_240.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_242.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_243.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_244.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_245.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_246.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_247.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_248.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_249.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_250.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_251.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_252.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_253.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_254.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_255.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_256.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_257.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_258.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_259.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_260.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_261.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_262.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_263.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_264.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_265.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_266.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_267.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_268.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_269.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_270.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_271.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_272.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_273.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_274.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_275.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_276.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_277.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_278.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_279.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_280.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_281.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_282.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_283.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_284.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_285.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_286.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_287.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_288.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_289.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_290.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_291.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_292.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_293.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_294.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_295.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_296.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_297.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_298.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_299.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_300.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_301.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_302.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_303.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_304.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_305.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_306.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_307.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_308.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_309.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_310.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_311.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_312.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_313.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_314.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_315.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_316.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_317.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_318.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_319.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_320.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_321.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_322.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_323.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_324.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_325.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_326.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_327.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_328.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_329.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_330.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_331.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_332.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_333.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_334.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_335.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_336.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_337.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_338.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_339.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_340.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_341.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_342.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_343.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_344.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_345.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_346.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_347.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_348.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_349.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_350.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_351.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_352.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_353.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_354.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_355.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_356.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_357.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_358.jpeg,5
C:\Users\USER\Desktop\data2\data2\z\data_359.jpeg,5
C:\Users\USER\Desktop\data2\data2\none\data_001.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_002.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_003.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_005.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_006.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_007.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_008.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_009.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_010.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_011.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_012.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_013.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_014.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_015.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_016.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_017.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_018.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_019.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_020.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_021.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_022.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_023.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_024.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_025.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_026.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_027.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_028.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_029.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_030.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_031.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_032.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_033.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_034.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_035.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_036.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_037.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_038.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_039.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_040.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_041.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_042.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_043.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_044.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_045.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_046.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_047.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_048.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_049.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_050.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_051.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_052.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_053.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_054.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_055.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_056.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_057.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_058.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_059.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_060.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_061.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_062.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_063.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_064.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_065.jpeg,8
C:\Users\USER\Desktop\data2\data2\none\data_066.jpeg,8
